Sample,X,Y,Z
0,-0.0018,0.0099,0.7716
1,-0.0189,0.0119,1.0052
2,-0.0107,0.0182,1.0248
3,-0.0126,0.0132,1.0305
4,-0.0188,0.0173,1.0378
5,-0.0134,0.0154,1.0261
6,-0.0141,0.0114,1.0261
7,-0.0062,0.0199,1.0239
8,-0.0158,0.0151,1.0320
9,-0.0133,0.0193,1.0270
10,-0.0098,0.0173,1.0326
11,-0.0078,0.0080,1.0319
12,-0.0209,0.0177,1.0378
13,-0.0081,0.0172,1.0287
14,-0.0142,0.0195,1.0261
15,-0.0173,0.0109,1.0299
16,-0.0159,0.0180,1.0275
17,-0.0167,0.0144,1.0410
18,-0.0081,0.0079,1.0379
19,-0.0001,0.0247,1.0249
20,-0.0102,0.0209,1.0342
21,-0.0317,0.0290,1.0290
22,-0.0176,0.0157,1.0317
23,-0.0057,0.0197,1.0410
24,0.0016,0.0249,1.0359
25,-0.0100,0.0157,1.0329
26,-0.0109,0.0187,1.0182
27,-0.0293,0.0136,1.0405
28,-0.0154,0.0118,1.0396
29,0.0062,0.0148,1.0319
30,-0.0146,0.0157,1.0209
31,-0.0119,0.0143,1.0186
32,-0.0135,0.0107,1.0458
33,-0.0052,0.0038,1.0426
34,-0.0154,0.0163,1.0217
35,-0.0107,0.0123,1.0256
36,-0.0143,0.0140,1.0408
37,-0.0110,0.0071,1.0475
38,-0.0137,0.0222,1.0393
39,-0.0001,0.0211,1.0182
40,-0.0268,0.0188,1.0136
41,-0.0234,0.0083,1.0407
42,-0.0039,0.0065,1.0540
43,-0.0132,0.0069,1.0349
44,-0.0148,0.0154,1.0193
45,-0.0259,0.0153,1.0330
46,-0.0129,0.0190,1.0337
47,-0.0077,0.0190,1.0365
48,0.0026,0.0137,1.0296
49,-0.0223,0.0236,1.0366
50,-0.0198,0.0065,1.0378
51,-0.0258,0.0219,1.0375
52,0.0004,0.0170,1.0292
53,-0.0010,0.0103,1.0170
54,-0.0085,0.0091,1.0361
55,-0.0265,0.0125,1.0436
56,-0.0246,0.0081,1.0428
57,0.0003,0.0251,1.0325
58,-0.0038,0.0277,1.0190
59,-0.0157,0.0115,1.0226
60,-0.0342,0.0204,1.0269
61,-0.0168,0.0080,1.0557
62,0.0007,0.0118,1.0452
63,0.0056,0.0266,1.0208
64,-0.0193,0.0225,1.0120
65,-0.0190,0.0110,1.0357
66,-0.0169,0.0042,1.0557
67,-0.0002,0.0107,1.0392
68,-0.0029,0.0344,1.0146
69,-0.0171,0.0201,1.0139
70,-0.0273,0.0095,1.0358
71,-0.0253,0.0055,1.0493
72,-0.0095,0.0067,1.0402
73,-0.0009,0.0168,1.0178
74,-0.0111,0.0176,1.0245
75,-0.0178,0.0148,1.0381
76,-0.0201,0.0084,1.0424
77,-0.0029,0.0063,1.0269
78,0.0002,0.0126,1.0222
79,-0.0157,0.0142,1.0329
80,-0.0217,0.0177,1.0413
81,-0.0137,0.0126,1.0420
82,-0.0014,0.0217,1.0297
83,0.0134,0.0273,1.0139
84,-0.0135,0.0060,1.0356
85,-0.0237,-0.0004,1.0596
86,-0.0151,0.0102,1.0422
87,-0.0128,0.0171,1.0234
88,-0.0034,0.0255,1.0078
89,-0.0046,0.0122,1.0237
90,-0.0308,0.0081,1.0370
91,-0.0137,-0.0032,1.0637
92,-0.0011,0.0115,1.0410
93,-0.0009,0.0209,1.0190
94,-0.0020,0.0236,1.0037
95,-0.0244,0.0205,1.0200
96,-0.0224,-0.0060,1.0473
97,-0.0140,-0.0031,1.0483
98,-0.0032,0.0121,1.0347
99,-0.0001,0.0171,1.0219
100,-0.0178,0.0121,1.0311
101,-0.0178,0.0181,1.0344
102,-0.0041,0.0124,1.0365
103,-0.0139,0.0142,1.0330
104,-0.0112,0.0131,1.0352
105,-0.0098,0.0148,1.0429
106,-0.0135,0.0117,1.0391
107,-0.0023,0.0178,1.0222
108,-0.0060,0.0195,1.0133
109,-0.0103,0.0018,1.0330
110,-0.0196,0.0013,1.0552
111,-0.0145,0.0087,1.0432
112,-0.0094,0.0251,1.0217
113,0.0085,0.0265,1.0085
114,0.0185,0.0058,1.0309
115,0.0255,0.0012,1.0546
116,0.2765,0.0121,1.0136
117,0.3575,0.0388,1.0551
118,0.3254,0.0312,1.0704
119,0.2039,0.1360,1.0811
120,0.2031,0.2529,1.0701
121,0.2823,0.3535,0.9692
122,0.3765,0.3020,0.9623
123,0.2693,0.1854,0.9380
124,0.0224,0.0686,1.0597
125,-0.1310,0.0527,1.0851
126,-0.1465,0.1912,1.0795
127,-0.0801,0.2862,0.9644
128,-0.0935,0.2957,0.9307
129,-0.1343,0.2141,0.9995
130,-0.2029,0.1528,1.1281
131,-0.1162,0.1254,1.1582
132,0.0104,0.1886,1.0426
133,0.1618,0.1765,0.9275
134,0.2452,0.0887,0.9658
135,0.3710,-0.0007,1.1047
136,0.3941,0.0399,1.1142
137,0.3753,0.1832,0.9839
138,0.2675,0.2834,0.8663
139,0.2196,0.1876,0.9184
140,0.1643,0.0040,1.0755
141,0.1527,-0.1011,1.1089
142,0.1786,-0.0995,1.0352
143,0.1802,-0.0131,1.0439
144,0.1110,0.0806,1.0948
145,-0.1250,0.1481,1.1205
146,-0.4098,0.1855,1.0483
147,-0.4198,0.1711,0.9738
148,-0.2746,0.1240,1.0043
149,-0.0543,0.0791,0.9765
150,0.1381,0.0162,0.9412
151,0.1784,-0.0661,1.0410
152,0.0598,-0.0944,1.2088
153,0.0679,-0.0132,1.2275
154,0.2526,0.1876,0.9837
155,0.5147,0.3361,0.7363
156,0.7034,0.2785,0.7571
157,0.6699,0.0660,1.0772
158,0.1102,-0.1065,1.3582
159,-0.2510,-0.0804,1.3257
160,-0.3006,0.1365,1.0240
161,0.1111,0.2717,0.7828
162,0.5117,0.2459,0.7142
163,0.1786,0.0793,0.9443
164,-0.4985,-0.0403,1.1721
165,-0.5876,-0.0619,1.3883
166,-0.0814,0.0892,1.3410
167,0.5730,0.2667,0.9164
168,0.2979,0.3002,0.6339
169,-0.5564,0.1671,0.7994
170,-0.6788,-0.0112,1.3101
171,0.0955,0.1186,1.4611
