Sample,X,Y,Z
0,0.0034,0.0171,1.1089
1,0.0070,0.0053,1.0095
2,-0.0114,0.0023,1.0236
3,0.0112,0.0012,1.0144
4,-0.0142,0.0195,1.0198
5,-0.0156,0.0138,1.0449
6,-0.0100,0.0087,1.0401
7,0.0013,0.0165,1.0254
8,-0.0103,-0.0032,1.0234
9,0.0038,-0.0012,1.0268
10,-0.0065,0.0075,1.0219
11,-0.0157,0.0096,1.0403
12,-0.0004,0.0090,1.0378
13,-0.0060,0.0018,1.0449
14,0.0158,-0.0023,1.0114
15,0.0093,0.0000,1.0239
16,-0.0005,0.0117,1.0205
17,-0.0226,0.0244,1.0344
18,-0.0034,0.0097,1.0359
19,0.0000,0.0042,1.0284
20,0.0001,0.0018,1.0184
21,-0.0118,0.0014,1.0217
22,-0.0073,0.0042,1.0293
23,-0.0305,0.0067,1.0505
24,0.0002,0.0059,1.0361
25,0.0115,0.0002,1.0291
26,0.0195,0.0005,1.0181
27,-0.0149,0.0063,1.0239
28,-0.0176,0.0063,1.0323
29,-0.0278,0.0187,1.0394
30,0.0021,0.0080,1.0397
31,0.0024,0.0063,1.0147
32,0.0115,0.0036,1.0090
33,-0.0305,0.0048,1.0214
34,-0.0175,0.0073,1.0309
35,-0.0110,0.0097,1.0350
36,0.0016,0.0083,1.0242
37,-0.0076,0.0067,1.0255
38,0.0016,-0.0070,1.0273
39,-0.0001,0.0081,1.0280
40,-0.0198,0.0071,1.0291
41,-0.0170,0.0118,1.0349
42,0.0071,0.0085,1.0338
43,-0.0055,-0.0016,1.0172
44,0.0072,-0.0041,1.0237
45,-0.0056,0.0074,1.0219
46,-0.0261,0.0079,1.0386
47,-0.0018,0.0009,1.0335
48,0.0027,-0.0002,1.0300
49,0.0059,-0.0095,1.0184
50,-0.0017,-0.0072,1.0312
51,-0.0024,0.0096,1.0078
52,-0.0214,0.0190,1.0411
53,0.0018,0.0011,1.0401
54,0.0010,0.0046,1.0312
55,0.0052,-0.0021,1.0156
56,-0.0033,0.0044,1.0193
57,-0.0076,0.0060,1.0349
58,-0.0349,0.0145,1.0312
59,-0.0001,0.0037,1.0308
60,-0.0153,0.0016,1.0100
61,0.0248,-0.0036,0.9952
62,-0.0130,0.0087,1.0259
63,-0.0175,0.0082,1.0407
64,-0.0198,0.0136,1.0403
65,0.0095,0.0009,1.0373
66,0.0011,0.0087,1.0179
67,0.0062,-0.0034,1.0200
68,-0.0334,0.0114,1.0245
69,-0.0225,0.0134,1.0447
70,-0.0164,0.0166,1.0378
71,0.0134,0.0082,1.0340
72,-0.0035,0.0049,1.0140
73,0.0073,-0.0029,1.0292
74,-0.0291,0.0116,1.0264
75,-0.0366,0.0037,1.0430
76,0.0002,0.0030,1.0242
77,0.0018,0.0021,1.0278
78,-0.0036,0.0018,1.0227
79,-0.0001,-0.0045,1.0284
80,-0.0283,-0.0056,1.0334
81,-0.0233,0.0119,1.0325
82,0.0059,0.0075,1.0262
83,-0.0021,0.0068,1.0143
84,0.0005,-0.0065,1.0248
85,-0.0098,0.0030,1.0327
86,-0.0026,0.0024,1.0316
87,-0.0259,0.0127,1.0437
88,0.0032,0.0050,1.0355
89,-0.0048,-0.0023,1.0225
90,0.0121,-0.0055,1.0090
91,-0.0059,0.0163,1.0236
92,-0.0056,0.0087,1.0385
93,-0.0227,0.0203,1.0320
94,0.0028,0.0063,1.0239
95,-0.0021,0.0009,1.0246
96,0.0180,-0.0011,1.0014
97,-0.0148,0.0126,1.0231
98,-0.0202,0.0104,1.0372
99,-0.0157,0.0169,1.0455
100,0.0272,0.0040,1.0356
101,0.0094,-0.0042,1.0112
