Sample,X,Y,Z
0,-0.0098,0.0239,1.0955
1,0.0000,0.0090,1.0122
2,-0.0351,0.0168,1.0430
3,0.0024,-0.0004,1.0328
4,0.0124,-0.0024,1.0246
5,0.0104,0.0037,1.0106
6,-0.0373,0.0120,1.0319
7,-0.0204,0.0095,1.0330
8,0.0040,0.0161,1.0466
9,0.0103,0.0084,1.0248
10,0.0046,0.0067,1.0333
11,0.0057,0.0030,1.0203
12,-0.0347,0.0246,1.0248
13,-0.0135,0.0131,1.0481
14,0.0094,0.0139,1.0357
15,0.0121,-0.0017,1.0201
16,0.0001,-0.0026,1.0168
17,-0.0090,-0.0056,1.0256
18,-0.0267,0.0051,1.0347
19,-0.0001,-0.0007,1.0430
20,0.0058,0.0088,1.0242
21,0.0107,0.0021,1.0240
22,0.0023,0.0110,1.0079
23,-0.0082,0.0111,1.0231
24,-0.0253,0.0215,1.0236
25,-0.0165,0.0232,1.0384
26,0.0065,0.0127,1.0287
27,-0.0013,0.0083,1.0242
28,-0.0002,0.0016,1.0089
29,-0.0266,0.0090,1.0179
30,-0.0176,0.0123,1.0244
31,-0.0166,0.0154,1.0431
32,0.0081,0.0001,1.0400
33,0.0095,0.0062,1.0327
34,-0.0012,0.0020,1.0042
35,-0.0235,0.0099,1.0320
36,-0.0168,0.0055,1.0324
37,-0.0135,0.0140,1.0447
38,0.0020,0.0099,1.0270
39,0.0000,0.0004,1.0217
40,0.0050,0.0116,0.9744
41,-0.0481,0.0229,1.0076
42,-0.0106,0.0114,1.0395
43,0.0099,0.0122,1.0426
44,0.0134,0.0027,1.0233
45,0.0082,0.0032,1.0259
46,-0.0020,-0.0078,1.0178
47,-0.0426,0.0043,1.0311
48,-0.0334,0.0046,1.0378
49,0.0161,0.0000,1.0466
50,0.0087,0.0063,1.0229
51,0.0031,0.0038,1.0173
52,-0.0098,0.0023,1.0203
53,-0.0296,0.0109,1.0248
54,-0.0129,0.0148,1.0457
55,0.0087,0.0135,1.0351
56,-0.0031,0.0081,1.0303
57,-0.0089,0.0045,1.0161
58,-0.0222,0.0038,1.0190
59,-0.0157,0.0101,1.0144
60,-0.0413,0.0180,1.0433
61,-0.0045,0.0057,1.0444
62,-0.0004,0.0096,1.0378
63,0.0053,-0.0040,1.0196
64,-0.0169,0.0031,1.0353
65,-0.0275,0.0100,1.0217
66,-0.0305,0.0251,1.0380
67,0.0145,0.0040,1.0344
68,-0.0009,0.0115,1.0284
69,-0.0011,0.0060,1.0072
70,-0.0327,0.0182,1.0287
71,-0.0110,0.0153,1.0281
72,0.0007,0.0298,1.0272
73,0.0031,0.0063,1.0347
74,-0.0043,-0.0003,1.0375
75,0.0140,0.0018,1.0229
76,-0.0189,0.0148,1.0295
77,-0.0195,0.0103,1.0401
78,-0.0098,0.0092,1.0362
79,0.0000,0.0048,1.0219
80,-0.0051,0.0079,1.0011
81,0.0012,-0.0026,1.0261
82,-0.0153,0.0195,1.0203
83,-0.0067,0.0134,1.0336
84,0.0122,0.0081,1.0366
85,0.0049,0.0094,1.0248
86,0.0021,0.0081,1.0092
87,-0.0061,0.0075,1.0214
88,-0.0143,0.0173,1.0246
89,-0.0277,0.0215,1.0403
