Sample,X,Y,Z
0,-0.0322,0.0144,1.1039
1,-0.0088,-0.0054,1.0372
2,-0.0103,0.0181,1.0231
3,-0.0168,0.0238,1.0075
4,-0.0122,0.0126,1.0339
5,-0.0121,0.0079,1.0536
6,0.0008,0.0150,1.0391
7,-0.0089,0.0235,1.0112
8,-0.0217,0.0261,1.0178
9,-0.0193,-0.0016,1.0544
10,-0.0264,0.0175,1.0503
11,-0.0071,0.0030,1.0256
12,-0.0048,0.0211,1.0143
13,-0.0095,0.0103,1.0303
14,-0.0156,0.0041,1.0436
15,-0.0159,0.0182,1.0300
16,-0.0109,0.0153,1.0203
17,-0.0026,0.0177,1.0242
18,-0.0178,-0.0019,1.0436
19,-0.0157,0.0052,1.0337
20,-0.0046,0.0130,1.0168
21,-0.0136,0.0130,1.0159
22,-0.0143,-0.0024,1.0417
23,-0.0185,0.0062,1.0352
24,-0.0139,0.0168,1.0151
25,-0.0053,0.0195,1.0248
26,-0.0003,0.0026,1.0425
27,-0.0092,0.0106,1.0432
28,-0.0253,0.0157,1.0252
29,-0.0296,0.0231,1.0179
30,-0.0094,0.0059,1.0419
31,0.0060,0.0151,1.0393
32,-0.0043,0.0154,1.0217
33,-0.0081,0.0139,1.0076
34,-0.0200,-0.0002,1.0430
35,-0.0156,-0.0092,1.0641
36,-0.0095,0.0062,1.0374
37,0.0026,0.0336,0.9894
38,0.0009,0.0246,1.0083
39,-0.0001,0.0084,1.0535
40,-0.0214,-0.0193,1.0723
41,-0.0265,0.0135,1.0299
42,-0.0016,0.0195,0.9993
43,0.0087,0.0217,1.0145
44,0.0035,0.0007,1.0436
45,-0.0315,0.0114,1.0401
46,-0.0203,0.0131,1.0270
47,-0.0186,0.0100,1.0309
48,-0.0103,0.0092,1.0402
49,0.0040,0.0158,1.0210
50,-0.0091,0.0216,1.0122
51,-0.0028,0.0016,1.0312
52,-0.0146,0.0035,1.0589
53,-0.0206,0.0118,1.0521
54,-0.0103,0.0236,1.0198
55,0.0041,0.0208,1.0103
56,-0.0094,0.0096,1.0325
57,-0.0134,-0.0032,1.0515
58,-0.0234,0.0038,1.0398
59,-0.0001,0.0056,1.0310
60,-0.0186,0.0146,1.0183
61,-0.0076,0.0182,1.0311
62,-0.0024,0.0179,1.0197
63,-0.0109,0.0118,1.0238
64,-0.0190,0.0048,1.0388
65,-0.0237,-0.0142,1.0541
66,-0.0120,0.0058,1.0376
67,-0.0095,0.0209,1.0187
68,-0.0154,0.0251,1.0122
69,-0.0089,0.0116,1.0296
70,-0.0056,-0.0063,1.0520
71,-0.0117,0.0084,1.0413
72,-0.0157,0.0139,1.0210
73,-0.0139,0.0098,1.0214
74,-0.0090,-0.0046,1.0419
75,-0.0049,0.0085,1.0305
76,-0.0126,0.0124,1.0154
77,-0.0307,0.0143,1.0277
78,-0.0133,0.0024,1.0422
79,-0.0157,0.0139,1.0411
80,-0.0359,0.0106,1.0179
81,-0.0111,0.0148,1.0096
82,-0.0122,0.0097,1.0384
83,-0.0073,0.0043,1.0527
84,-0.0331,0.0117,1.0432
85,-0.0254,0.0134,1.0225
86,0.0004,0.0130,1.0197
87,0.0109,0.0043,1.0364
88,-0.0020,0.0099,1.0325
89,-0.0181,0.0080,1.0349
90,-0.0327,0.0106,1.0263
91,-0.0207,-0.0003,1.0383
92,0.0120,0.0127,1.0278
93,0.0046,0.0193,1.0142
94,-0.0073,0.0298,1.0131
95,-0.0369,0.0042,1.0499
96,-0.0352,-0.0070,1.0642
97,-0.0099,0.0079,1.0400
98,0.0224,0.0317,0.9946
99,0.0000,0.0238,1.0027
100,-0.0127,-0.0151,1.0454
101,-0.0493,-0.0090,1.0654
102,-0.0209,0.0102,1.0469
103,-0.0016,0.0309,1.0066
104,0.0060,0.0255,1.0063
105,-0.0149,0.0132,1.0327
106,-0.0224,-0.0037,1.0520
107,-0.0148,0.0032,1.0475
108,-0.0100,0.0106,1.0349
109,-0.0074,0.0184,1.0144
110,-0.0156,0.0146,1.0196
111,-0.0198,0.0110,1.0344
112,-0.0046,0.0131,1.0320
113,-0.0084,0.0114,1.0424
114,-0.0134,0.0106,1.0291
115,-0.0148,0.0070,1.0311
116,-0.0139,0.0134,1.0226
117,-0.0034,0.0121,1.0062
118,-0.0112,0.0356,1.0161
119,-0.0314,0.0661,1.0927
120,-0.0533,0.1779,1.0801
121,-0.0102,0.2901,1.0333
122,0.0253,0.3475,0.9752
123,-0.0009,0.2681,0.9882
124,-0.0251,0.1581,1.0121
125,-0.0371,0.0961,1.0424
126,-0.0268,0.1221,0.9937
127,-0.0014,0.2049,0.9871
128,0.0533,0.2301,1.0229
129,0.0497,0.2334,1.0671
130,0.0407,0.2125,1.0569
131,-0.0173,0.2057,1.0154
132,-0.0524,0.1829,1.0052
133,-0.0176,0.1410,1.0295
134,-0.0060,0.1159,1.0229
135,-0.0247,0.0612,1.0252
136,-0.0322,0.0199,1.0784
137,-0.0281,0.0540,1.0892
138,0.0058,0.1546,1.0195
139,0.0000,0.2493,0.9181
140,0.0099,0.1676,0.9316
141,-0.0137,0.0092,1.0483
142,-0.0117,-0.1190,1.1460
143,-0.0290,-0.0716,1.0460
144,-0.0193,0.0224,0.9401
145,-0.0219,0.0972,0.9656
146,-0.0087,0.1215,1.0974
147,0.0111,0.1502,1.1241
148,0.0010,0.1660,1.0495
149,0.0120,0.1395,0.9802
150,-0.0278,0.0580,0.9807
151,-0.0473,-0.0021,0.9860
152,-0.0435,-0.0237,1.0236
153,-0.0184,-0.0216,1.0908
154,0.0154,0.0300,1.1541
155,0.0363,0.1266,1.1095
156,0.0262,0.2189,0.9575
157,-0.0327,0.2042,0.8768
158,-0.0541,0.1156,0.9587
159,-0.0628,0.0521,1.1091
160,-0.0125,0.0749,1.1437
161,0.0299,0.1478,1.0656
162,0.0475,0.1813,0.9639
163,-0.0134,0.1302,0.9662
164,-0.0716,0.0944,1.0075
165,-0.0364,0.1131,1.0251
166,0.0178,0.1549,1.0236
167,0.0428,0.1674,1.0638
168,0.0041,0.1479,1.0784
169,-0.0349,0.1324,1.0859
170,-0.0526,0.2018,1.0225
171,-0.0023,0.2822,0.9377
172,-0.0029,0.2770,0.9733
173,-0.0226,0.2007,1.0742
174,-0.0618,0.1066,1.1131
175,-0.0102,0.1031,0.9968
176,0.0361,0.1357,0.8521
177,0.0151,0.1110,0.8726
178,0.0011,0.0735,1.0750
179,0.0314,0.0813,1.2100
180,0.0681,0.1285,1.1257
181,0.0339,0.1205,1.0381
182,-0.0496,0.0684,0.9871
183,-0.0610,-0.0034,1.0013
184,-0.0119,0.0054,0.9587
185,-0.0327,-0.0094,0.9886
186,-0.0717,-0.0273,1.1499
187,-0.0104,0.0032,1.2587
188,0.0271,0.1248,1.0995
189,0.0021,0.2714,0.8688
190,-0.0424,0.2595,0.8558
191,-0.0518,0.0971,1.0242
192,-0.0290,0.0001,1.1625
193,-0.0676,-0.0063,1.1025
194,-0.0455,0.0803,0.9902
195,0.0378,0.1254,0.9624
196,0.0608,0.1647,0.9842
197,-0.0034,0.1841,1.0186
198,-0.0333,0.1422,1.0342
199,-0.0157,0.0897,1.1207
200,-0.0020,0.1308,1.0944
201,0.0065,0.2002,0.9897
202,-0.0294,0.1901,0.9365
203,-0.0091,0.0922,1.0579
204,-0.0032,0.0358,1.1853
205,-0.0427,0.1180,1.1556
206,-0.0504,0.2811,1.0013
207,0.0003,0.3430,0.8699
208,0.0370,0.3232,0.8824
209,0.0242,0.1994,0.9614
210,-0.0147,0.0856,1.0496
211,-0.0080,0.0124,1.1157
212,0.0111,0.0659,1.0950
213,0.0225,0.1509,0.9959
214,0.0545,0.1802,0.8721
215,0.0317,0.0706,0.9638
216,-0.0469,-0.0121,1.1328
217,-0.0416,-0.0009,1.2481
218,-0.0120,0.1489,1.1033
219,0.0000,0.2275,0.8967
220,0.0236,0.1467,0.9138
221,-0.0530,0.0165,1.0896
222,-0.0907,-0.0696,1.2213
223,-0.0303,0.0475,1.1480
224,0.0214,0.1910,0.9163
225,-0.0012,0.2341,0.8242
226,-0.0227,0.1750,0.9254
227,-0.0686,0.0050,1.1252
228,-0.0085,0.0122,1.1749
229,0.0365,0.1066,1.0788
230,0.0215,0.2501,0.9590
231,-0.0534,0.2716,0.9603
232,-0.0631,0.1643,1.0345
233,-0.0168,0.1082,1.0022
234,0.0341,0.0431,0.9679
235,-0.0148,0.0235,1.0453
236,-0.0305,0.0411,1.1738
237,0.0028,0.1582,1.1038
238,0.0275,0.2560,0.9207
239,0.0157,0.2241,0.9254
240,-0.0315,0.1572,1.1240
241,-0.0479,0.1450,1.2238
242,-0.0007,0.2572,1.0411
243,-0.0085,0.3083,0.8011
244,-0.0493,0.1973,0.8118
245,-0.0746,-0.0383,1.0864
246,0.0123,-0.0617,1.2162
247,0.0705,-0.0082,1.0566
248,0.0143,0.2261,0.9277
249,-0.0270,0.2852,1.0173
250,0.0642,0.2924,1.0432
251,0.0750,0.1658,1.0760
252,-0.0549,0.0723,1.0696
253,-0.0459,-0.0077,1.0996
254,0.0040,-0.0005,1.0584
255,0.0229,-0.0040,0.9301
256,-0.0967,0.0527,0.8681
257,-0.0937,0.0635,0.9961
258,0.0425,0.0887,1.1780
259,0.0941,0.1982,1.1523
260,-0.0159,0.3000,0.9608
261,-0.0322,0.2949,0.8509
262,0.0123,0.0983,1.0087
263,-0.0280,-0.0903,1.1760
264,-0.1165,-0.1357,1.1379
265,-0.0806,-0.0137,1.0334
266,0.0777,0.1171,1.0344
267,0.0558,0.2555,1.0892
268,-0.0161,0.3363,0.9584
269,-0.0590,0.2844,0.9246
270,0.0540,0.1155,0.9923
271,-0.0386,-0.0295,1.1858
272,-0.0550,-0.0105,1.0366
273,-0.0784,0.0610,0.9783
274,-0.0116,0.1497,0.9524
275,0.0142,0.2039,1.1086
276,0.0199,0.2387,1.0696
277,-0.0303,0.2243,0.9913
278,-0.0436,0.2070,0.9520
279,-0.0157,0.1890,0.9153
280,-0.0443,0.1683,1.0610
281,-0.0435,0.1771,1.0728
282,0.0762,0.1367,1.0762
283,0.0605,0.1656,1.0511
284,-0.0091,0.0750,1.0814
285,-0.0438,0.1435,0.9669
286,0.0026,0.1794,0.9600
287,-0.0142,0.2549,0.9858
288,0.0248,0.1756,1.1362
289,0.0590,0.0981,1.1472
290,-0.0121,0.0617,1.0020
291,-0.0342,0.0359,0.8572
292,-0.0249,0.0063,0.9133
293,-0.0536,0.0145,1.0987
294,-0.0181,0.0498,1.1168
295,0.0482,0.0547,1.1318
296,0.0013,0.0072,1.0538
297,-0.0618,0.0275,0.9088
298,-0.0176,0.0267,0.9456
299,-0.0157,0.1198,1.0193
300,-0.0222,0.1376,1.1306
301,-0.0322,0.0839,1.2307
302,-0.0347,0.0453,1.1846
303,-0.0283,0.0952,0.9533
304,0.0005,0.2311,0.7816
305,-0.0010,0.2565,0.8157
306,-0.0106,0.1425,1.0226
307,-0.0168,0.0349,1.2565
308,-0.0450,0.0211,1.1985
309,-0.0114,0.1305,1.0568
310,0.0774,0.2775,0.9033
311,0.0947,0.3686,0.7663
312,0.0263,0.2136,0.9878
313,-0.1407,0.0310,1.2305
314,-0.1392,-0.0543,1.2305
315,-0.0225,0.0707,1.0777
316,0.0730,0.1894,0.8951
317,0.0895,0.2884,0.7717
318,0.0141,0.1389,1.0275
319,-0.1255,0.0243,1.2322
320,-0.0737,0.1572,1.2307
321,0.0268,0.2321,0.9194
322,0.0502,0.2465,0.8156
323,0.0121,0.0663,0.8296
324,-0.0518,-0.1425,1.0068
325,-0.0991,-0.1791,1.2151
326,-0.0726,-0.0159,1.2311
327,0.1068,0.1816,1.0662
328,0.0754,0.3578,0.9066
329,0.0446,0.2717,0.8782
330,-0.0241,0.1134,0.9991
331,-0.0305,-0.0508,1.1349
332,-0.0543,-0.0217,1.1897
333,-0.0060,0.0783,1.0920
334,-0.0065,0.1086,0.9395
335,-0.0605,0.0314,0.9760
336,-0.0300,0.0285,1.0369
337,-0.0262,0.1584,1.0534
338,0.0057,0.3207,1.0510
339,0.0000,0.3281,0.9630
340,0.0092,0.1488,0.9803
341,0.0234,0.0374,1.0042
342,-0.0024,-0.0841,1.0086
343,0.0067,-0.0405,1.0873
344,0.0100,-0.0005,1.0714
345,-0.0278,0.0853,1.0515
346,0.0015,0.1472,0.9846
347,0.0136,0.1259,1.0117
348,-0.0100,0.0615,1.0680
349,-0.0476,0.0736,1.0652
350,-0.0022,0.1224,0.9991
351,-0.0414,0.0903,1.0206
352,-0.0789,0.0865,1.0330
353,-0.0644,0.0350,1.1108
354,-0.0087,0.1132,1.0365
355,0.0258,0.1586,1.0772
356,0.0249,0.2539,0.9995
357,-0.0178,0.3571,1.0579
358,-0.0386,0.3463,0.9442
359,-0.0211,0.2101,0.8776
360,-0.0109,0.0791,1.0062
361,0.0274,0.0339,1.0600
362,0.0000,0.0629,1.0307
363,0.0229,0.1615,0.9765
364,0.0237,0.0853,0.9419
365,0.0237,0.0853,0.9419
366,0.0157,-0.0532,1.0723
367,-0.0205,-0.0309,1.1355
368,0.0180,-0.0039,1.0475
369,0.0446,0.0905,0.9837
